timestamp,station_id,station_name,latitude,longitude,total_slots,available_slots,occupied_slots,occupancy_rate,n_charging_sessions,total_kwh,revenue,avg_session_duration,charger_type,location_type,hour,day_of_week,day_of_month,month,quarter,week_of_year,is_weekend,time_period_encoded,is_business_hours,distance_from_center,zone_encoded,location_type_encoded,rolling_mean_occupancy_1d,rolling_std_occupancy_1d,rolling_mean_occupancy_3d,rolling_std_occupancy_3d,rolling_mean_occupancy_7d,rolling_std_occupancy_7d
2025-02-10 02:01:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,8,0,0.0,1,29.961690964366017,7.490422741091504,102.0,AC,commercial,2,0,10,2,1,7,0,0,0,10.646163614156318,2,5,0.0,,0.5,0.4506939094329986,0.5178571428571429,0.2925157708406098
2025-02-12 01:12:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,8,0,0.0,0,0.0,0.0,252.0,AC,commercial,1,2,12,2,1,7,0,0,0,10.646163614156318,2,5,0.0,,0.2916666666666667,0.5051814855409225,0.4642857142857143,0.35144260521727405
2025-02-17 14:27:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,2,76.47252698090635,19.118131745226588,89.5,AC,commercial,14,0,17,2,1,8,0,4,1,10.646163614156318,2,5,0.625,,0.20833333333333334,0.360843918243516,0.4642857142857143,0.35144260521727405
2025-02-17 15:46:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,1,78.58444043234043,19.646110108085107,94.0,AC,commercial,15,0,17,2,1,8,0,4,1,10.646163614156318,2,5,0.625,,0.4166666666666667,0.360843918243516,0.5,0.35355339059327373
2025-02-17 23:03:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,6,2,0.25,1,44.742405356226094,11.185601339056523,106.0,AC,commercial,23,0,17,2,1,8,0,0,0,10.646163614156318,2,5,0.25,,0.5,0.2165063509461096,0.42857142857142855,0.345032779671177
2025-02-18 14:53:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,119.0,AC,commercial,14,1,18,2,1,8,0,4,1,10.646163614156318,2,5,0.75,,0.5416666666666666,0.2602082499332666,0.44642857142857145,0.35981145856446217
2025-02-20 18:55:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,0,8,1.0,0,0.0,0.0,277.0,AC,commercial,18,3,20,2,1,8,0,5,0,10.646163614156318,2,5,1.0,,0.6666666666666666,0.38188130791298663,0.4642857142857143,0.38672156835192345
2025-02-21 16:50:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,106.0,AC,commercial,16,4,21,2,1,8,0,4,1,10.646163614156318,2,5,0.75,,0.8333333333333334,0.14433756729740646,0.5714285714285714,0.337400779065914
2025-02-22 20:01:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,38.0,AC,commercial,20,5,22,2,1,8,1,6,0,10.646163614156318,2,5,0.625,,0.7916666666666666,0.19094065395649332,0.6607142857142857,0.22493385271060942
2025-02-24 13:46:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,15.0,AC,commercial,13,0,24,2,1,9,0,3,1,10.646163614156318,2,5,0.625,,0.6666666666666666,0.07216878364870312,0.6607142857142857,0.22493385271060942
2025-02-27 17:39:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,0,8,1.0,0,0.0,0.0,39.0,AC,commercial,17,3,27,2,1,9,0,5,1,10.646163614156318,2,5,1.0,,0.75,0.21650635094610962,0.7142857142857143,0.25733293239544397
2025-03-01 19:10:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,91.0,AC,commercial,19,5,1,3,1,9,1,5,0,10.646163614156318,2,5,0.625,,0.75,0.21650635094610962,0.7678571428571429,0.16814817728363746
2025-03-06 18:18:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,1,202.72789744541217,50.68197436135304,152.0,AC,commercial,18,3,6,3,1,10,0,5,0,10.646163614156318,2,5,0.875,,0.8333333333333334,0.1909406539564933,0.7857142857142857,0.17251638983558873
2025-03-09 16:00:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,2,42.574371182933575,10.643592795733394,42.0,AC,commercial,16,6,9,3,1,10,1,4,0,10.646163614156318,2,5,0.5,,0.6666666666666666,0.1909406539564933,0.7142857142857143,0.17251638983558867
2025-03-10 04:30:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,174.0,AC,commercial,4,0,10,3,1,11,0,0,0,10.646163614156318,2,5,0.125,,0.5,0.375,0.625,0.2795084971874737
2025-03-10 17:39:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,0,0.0,0.0,101.0,AC,commercial,17,0,10,3,1,11,0,5,1,10.646163614156318,2,5,0.875,,0.5,0.375,0.6607142857142857,0.2950484221760412
2025-03-11 06:40:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,77.0,AC,commercial,6,1,11,3,1,11,0,1,0,10.646163614156318,2,5,0.125,,0.375,0.4330127018922193,0.5892857142857143,0.3587760277599914
2025-03-16 08:30:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,3,52.52432559019327,13.131081397548318,42.666666666666664,AC,commercial,8,6,16,3,1,11,1,1,0,10.646163614156318,2,5,0.5,,0.5,0.375,0.5178571428571429,0.3098098495160263
2025-03-21 14:12:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,70.0,AC,commercial,14,4,21,3,1,12,0,4,1,10.646163614156318,2,5,0.75,,0.4583333333333333,0.3145764348029479,0.5357142857142857,0.32043497223082784
2025-03-21 15:23:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,82.0,AC,commercial,15,4,21,3,1,12,0,4,1,10.646163614156318,2,5,0.75,,0.6666666666666666,0.1443375672974064,0.5178571428571429,0.3012869222581849
2025-03-22 20:58:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,0,0.0,0.0,73.0,AC,commercial,20,5,22,3,1,12,1,6,0,10.646163614156318,2,5,0.5,,0.6666666666666666,0.1443375672974064,0.5178571428571429,0.3012869222581849
2025-03-23 11:14:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,46.0,AC,commercial,11,6,23,3,1,12,1,2,0,10.646163614156318,2,5,0.625,,0.625,0.12499999999999994,0.5892857142857143,0.24700588001483845
2025-03-23 19:56:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,0,0.0,0.0,74.0,AC,commercial,19,6,23,3,1,12,1,5,0,10.646163614156318,2,5,0.5,,0.5416666666666666,0.07216878364870312,0.5357142857142857,0.21304202581158663
2025-03-28 16:37:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,54.0,AC,commercial,16,4,28,3,1,13,0,4,1,10.646163614156318,2,5,0.75,,0.625,0.12499999999999994,0.625,0.12500000000000003
2025-03-30 00:24:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,1,178.2290480910138,44.55726202275345,52.0,AC,commercial,0,6,30,3,1,13,1,0,0,10.646163614156318,2,5,0.125,,0.4583333333333333,0.3145764348029479,0.5714285714285714,0.22658174179374144
2025-03-30 10:49:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,1,42.34773492709326,10.586933731773316,63.0,AC,commercial,10,6,30,3,1,13,1,2,0,10.646163614156318,2,5,0.625,,0.5,0.33071891388307384,0.5535714285714286,0.21478117324605614
2025-03-31 19:40:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,1,34.66126020116024,8.66531505029006,103.0,AC,commercial,19,0,31,3,1,14,0,5,0,10.646163614156318,2,5,0.875,,0.5416666666666666,0.3818813079129867,0.5714285714285714,0.23779743280283547
2025-04-04 15:09:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,2,272.9959404661451,68.24898511653628,117.0,AC,commercial,15,4,4,4,2,14,0,4,1,10.646163614156318,2,5,0.625,,0.7083333333333334,0.14433756729740654,0.5892857142857143,0.236227795630767
2025-04-06 08:36:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,5,115.60336811996933,28.900842029992333,115.0,AC,commercial,8,6,6,4,2,14,1,1,0,10.646163614156318,2,5,0.5,,0.6666666666666666,0.1909406539564934,0.5714285714285714,0.23779743280283547
2025-04-07 08:57:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,5,167.57336986376424,41.89334246594106,108.0,AC,commercial,8,0,7,4,2,15,0,1,0,10.646163614156318,2,5,0.75,,0.625,0.12500000000000006,0.6071428571428571,0.24397501823713333
2025-04-08 10:18:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,94.0,AC,commercial,10,1,8,4,2,15,0,2,1,10.646163614156318,2,5,0.75,,0.6666666666666666,0.1443375672974065,0.6071428571428571,0.24397501823713333
2025-04-09 08:44:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,3,258.547210927067,64.63680273176675,52.333333333333336,AC,commercial,8,2,9,4,2,15,0,1,0,10.646163614156318,2,5,0.75,,0.75,0.0,0.6964285714285714,0.12198750911856672
2025-04-10 20:28:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,15.0,AC,commercial,20,3,10,4,2,15,0,6,0,10.646163614156318,2,5,0.75,,0.75,0.0,0.7142857142857143,0.11889871640141782
2025-04-12 10:47:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,68.0,AC,commercial,10,5,12,4,2,15,1,2,0,10.646163614156318,2,5,0.625,,0.7083333333333334,0.07216878364870338,0.6785714285714286,0.09834947405868047
2025-04-13 22:49:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,6,2,0.25,0,0.0,0.0,59.0,AC,commercial,22,6,13,4,2,15,1,6,0,10.646163614156318,2,5,0.25,,0.5416666666666666,0.26020824993326663,0.625,0.19094065395649334
2025-04-14 07:35:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,0,0.0,0.0,105.0,AC,commercial,7,0,14,4,2,16,0,1,0,10.646163614156318,2,5,0.375,,0.4166666666666667,0.19094065395649334,0.6071428571428571,0.20952042746188146
2025-04-17 10:34:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,0,0.0,0.0,45.0,AC,commercial,10,3,17,4,2,16,0,2,1,10.646163614156318,2,5,0.875,,0.5,0.33071891388307384,0.625,0.22821773229381923
2025-04-20 00:13:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,213.0,AC,commercial,0,6,20,4,2,16,1,0,0,10.646163614156318,2,5,0.125,,0.4583333333333333,0.38188130791298663,0.5357142857142857,0.28608606763566463
2025-04-23 17:16:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,0,0.0,0.0,130.0,AC,commercial,17,2,23,4,2,17,0,5,1,10.646163614156318,2,5,0.875,,0.625,0.43301270189221935,0.5535714285714286,0.3049687727964166
2025-04-26 10:56:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,1,65.3768570081082,16.34421425202705,21.0,AC,commercial,10,5,26,4,2,17,1,2,0,10.646163614156318,2,5,0.625,,0.5416666666666666,0.3818813079129867,0.5357142857142857,0.2950484221760411
2025-04-27 01:45:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,8,0,0.0,0,0.0,0.0,59.0,AC,commercial,1,6,27,4,2,17,1,0,0,10.646163614156318,2,5,0.0,,0.5,0.4506939094329987,0.44642857142857145,0.3524995778450697
2025-05-01 19:31:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,1,128.5826102117878,32.14565255294695,87.0,AC,commercial,19,3,1,5,2,18,0,5,0,10.646163614156318,2,5,0.875,,0.5,0.4506939094329987,0.5357142857142857,0.3730105960450785
2025-05-05 11:02:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,1,37.812712134259634,9.453178033564908,116.0,AC,commercial,11,0,5,5,2,19,0,2,1,10.646163614156318,2,5,0.75,,0.5416666666666666,0.47324236215002285,0.5892857142857143,0.3730105960450785
2025-05-09 16:50:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,31.0,AC,commercial,16,4,9,5,2,19,0,4,1,10.646163614156318,2,5,0.75,,0.7916666666666666,0.07216878364870431,0.5714285714285714,0.35981145856446217
2025-05-17 14:30:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,0,0.0,0.0,216.0,AC,commercial,14,5,17,5,2,20,1,4,0,10.646163614156318,2,5,0.375,,0.625,0.21650635094610987,0.6071428571428571,0.31810450514017585
2025-05-18 21:39:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,1,57.28040615980201,14.320101539950503,51.0,AC,commercial,21,6,18,5,2,20,1,6,0,10.646163614156318,2,5,0.5,,0.5416666666666666,0.19094065395649348,0.5535714285714286,0.296306630110801
2025-05-19 13:06:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,97.0,AC,commercial,13,0,19,5,2,21,0,3,1,10.646163614156318,2,5,0.625,,0.5,0.12500000000000017,0.5535714285714286,0.296306630110801
2025-05-21 07:40:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,1,85.73954420900318,21.434886052250796,183.0,AC,commercial,7,2,21,5,2,21,0,1,0,10.646163614156318,2,5,0.375,,0.5,0.12500000000000017,0.6071428571428571,0.1966989481173608
2025-05-24 10:24:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,290.0,AC,commercial,10,5,24,5,2,21,1,2,0,10.646163614156318,2,5,0.625,,0.5416666666666666,0.14433756729740665,0.5714285714285714,0.15905225257008793
2025-05-24 11:34:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,0,0.0,0.0,34.0,AC,commercial,11,5,24,5,2,21,1,2,0,10.646163614156318,2,5,0.5,,0.5,0.12500000000000017,0.5357142857142857,0.13908716006604663
2025-05-24 22:22:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,6,2,0.25,0,0.0,0.0,262.0,AC,commercial,22,5,24,5,2,21,1,6,0,10.646163614156318,2,5,0.25,,0.4583333333333333,0.1909406539564934,0.4642857142857143,0.13908716006604654
2025-05-25 07:37:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,6,2,0.25,0,0.0,0.0,81.0,AC,commercial,7,6,25,5,2,21,1,1,0,10.646163614156318,2,5,0.25,,0.3333333333333333,0.14433756729740635,0.44642857142857145,0.15905225257008782
2025-05-30 10:15:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,0,0.0,0.0,117.0,AC,commercial,10,4,30,5,2,22,0,2,1,10.646163614156318,2,5,0.875,,0.4583333333333333,0.36084391824351614,0.5,0.22821773229381917
2025-06-04 18:06:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,2,27.781250060430658,6.9453125151076645,67.0,AC,commercial,18,2,4,6,2,23,0,5,0,10.646163614156318,2,5,0.875,,0.6666666666666666,0.36084391824351625,0.5357142857142857,0.26726124191242434
2025-06-05 04:07:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,1,129.22029467736056,32.30507366934014,40.0,AC,commercial,4,3,5,6,2,23,0,0,0,10.646163614156318,2,5,0.125,,0.625,0.43301270189221946,0.5,0.30618621784789724
2025-06-07 09:31:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,0,0.0,0.0,22.0,AC,commercial,9,5,7,6,2,23,1,2,0,10.646163614156318,2,5,0.5,,0.5,0.37500000000000017,0.48214285714285715,0.3012869222581848
2025-06-08 02:16:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,27.0,AC,commercial,2,6,8,6,2,23,1,0,0,10.646163614156318,2,5,0.125,,0.25,0.2165063509461097,0.42857142857142855,0.32959209999778866
2025-06-11 09:08:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,23.0,AC,commercial,9,2,11,6,2,24,0,2,1,10.646163614156318,2,5,0.75,,0.4583333333333333,0.314576434802948,0.5,0.33850160019316494
2025-06-12 01:39:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,8,0,0.0,0,0.0,0.0,75.0,AC,commercial,1,3,12,6,2,24,0,0,0,10.646163614156318,2,5,0.0,,0.2916666666666667,0.40181878170803986,0.4642857142857143,0.3799279380293558
2025-06-13 06:20:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,6,2,0.25,0,0.0,0.0,56.0,AC,commercial,6,4,13,6,2,24,0,1,0,10.646163614156318,2,5,0.25,,0.3333333333333333,0.38188130791298674,0.375,0.3385016001931649
2025-06-15 02:28:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,8,0,0.0,0,0.0,0.0,77.0,AC,commercial,2,6,15,6,2,24,1,0,0,10.646163614156318,2,5,0.0,,0.08333333333333333,0.14433756729740663,0.25,0.2795084971874735
2025-06-18 17:11:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,0,8,1.0,0,0.0,0.0,15.0,AC,commercial,17,2,18,6,2,25,0,5,1,10.646163614156318,2,5,1.0,,0.4166666666666667,0.5204164998665333,0.375,0.38864079387870054
2025-06-21 15:00:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,1,55.78030598092591,13.945076495231477,205.0,AC,commercial,15,5,21,6,2,25,1,4,0,10.646163614156318,2,5,0.5,,0.5,0.5000000000000001,0.375,0.38864079387870054
2025-06-23 18:34:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,0,8,1.0,1,66.58263397476583,16.645658493691457,20.0,AC,commercial,18,0,23,6,2,26,0,5,0,10.646163614156318,2,5,1.0,,0.8333333333333334,0.2886751345948132,0.5,0.4330127018922193
2025-06-24 16:59:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,1,291.3849488253787,72.84623720634467,273.0,AC,commercial,16,1,24,6,2,26,0,4,1,10.646163614156318,2,5,0.75,,0.75,0.25000000000000033,0.5,0.4330127018922193
2025-06-25 15:21:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,54.0,AC,commercial,15,2,25,6,2,26,0,4,1,10.646163614156318,2,5,0.625,,0.7916666666666666,0.1909406539564938,0.5892857142857143,0.3730105960450785
2025-06-26 08:44:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,3,267.54017599587775,66.88504399896944,49.666666666666664,AC,commercial,8,3,26,6,2,26,0,1,0,10.646163614156318,2,5,0.625,,0.6666666666666666,0.07216878364870408,0.6428571428571429,0.34178279095132363
2025-06-29 11:45:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,1,23.50299087204656,5.87574771801164,49.0,AC,commercial,11,6,29,6,2,26,1,2,0,10.646163614156318,2,5,0.5,,0.5833333333333334,0.0721687836487038,0.7142857142857143,0.21304202581158668
2025-07-03 13:12:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,56.0,AC,commercial,13,3,3,7,3,27,0,3,1,10.646163614156318,2,5,0.625,,0.5833333333333334,0.0721687836487038,0.6607142857142857,0.17251638983558854
2025-07-05 19:14:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,1,105.9400173666427,26.485004341660677,70.0,AC,commercial,19,5,5,7,3,27,1,5,0,10.646163614156318,2,5,0.625,,0.5833333333333334,0.0721687836487038,0.6785714285714286,0.15905225257008793
2025-07-12 01:21:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,2,97.80586249198888,24.45146562299722,110.5,AC,commercial,1,5,12,7,3,28,1,0,0,10.646163614156318,2,5,0.125,,0.4583333333333333,0.2886751345948129,0.5535714285714286,0.2022933984281717
2025-07-19 12:32:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,0,0.0,0.0,46.0,AC,commercial,12,5,19,7,3,29,1,3,0,10.646163614156318,2,5,0.375,,0.375,0.24999999999999992,0.5,0.19094065395649323
2025-07-26 23:00:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,1,39.00680038604961,9.751700096512403,107.0,AC,commercial,23,5,26,7,3,30,1,0,0,10.646163614156318,2,5,0.125,,0.20833333333333334,0.14433756729740602,0.42857142857142855,0.22658174179374133
2025-07-28 22:34:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,0,0.0,0.0,110.0,AC,commercial,22,0,28,7,3,31,0,6,0,10.646163614156318,2,5,0.375,,0.2916666666666667,0.14433756729740616,0.39285714285714285,0.20952042746188135
2025-07-30 21:36:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,1,21.254931520211244,5.313732880052811,114.0,AC,commercial,21,2,30,7,3,31,0,6,0,10.646163614156318,2,5,0.5,,0.3333333333333333,0.19094065395649315,0.39285714285714285,0.20952042746188135
2025-07-31 04:23:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,106.0,AC,commercial,4,3,31,7,3,31,0,0,0,10.646163614156318,2,5,0.125,,0.3333333333333333,0.19094065395649315,0.32142857142857145,0.20229339842817162
2025-08-01 15:50:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,75.0,AC,commercial,15,4,1,8,3,31,0,4,1,10.646163614156318,2,5,0.75,,0.4583333333333333,0.3145764348029479,0.3392857142857143,0.2362277956307669
2025-08-03 03:12:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,81.0,AC,commercial,3,6,3,8,3,31,1,0,0,10.646163614156318,2,5,0.125,,0.3333333333333333,0.360843918243516,0.3392857142857143,0.2362277956307669
2025-08-03 04:36:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,8,0,0.0,0,0.0,0.0,57.0,AC,commercial,4,6,3,8,3,31,1,0,0,10.646163614156318,2,5,0.0,,0.2916666666666667,0.4018187817080397,0.2857142857142857,0.2672612419124243
2025-08-03 10:07:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,1,60.10530799019469,15.026326997548672,42.0,AC,commercial,10,6,3,8,3,31,1,2,0,10.646163614156318,2,5,0.625,,0.25,0.3307189138830737,0.35714285714285715,0.2834733547569203
2025-08-05 18:28:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,0,0.0,0.0,109.0,AC,commercial,18,1,5,8,3,32,0,5,0,10.646163614156318,2,5,0.875,,0.5,0.45069390943299864,0.42857142857142855,0.345032779671177
