date,station_id,available_slots,occupied_slots,occupancy_rate,n_charging_sessions,total_kwh,revenue,avg_session_duration
2025-01-09,22,3.0,9.0,0.75,0,0.0,0.0,26.0
2025-01-09,24,4.0,6.0,0.6,2,65.45402974767062,16.363507436917654,58.5
2025-01-10,2,2.0,6.0,0.75,1,31.291862661800685,7.822965665450171,43.0
2025-01-10,3,3.0,13.0,0.8125,1,16.3833425405878,4.09583563514695,155.0
2025-01-10,4,2.0,4.0,0.6666666666666667,3,107.20475366751906,26.801188416879764,90.66666666666667
2025-01-10,9,5.0,1.0,0.16666666666666663,0,0.0,0.0,18.0
2025-01-10,10,9.0,1.0,0.09999999999999998,0,0.0,0.0,123.0
2025-01-10,13,15.0,1.0,0.0625,1,211.84917591505828,52.96229397876457,48.0
2025-01-10,14,8.0,4.0,0.3333333333333333,1,28.16401969252453,7.0410049231311325,238.5
2025-01-10,16,1.0,3.0,0.75,1,56.36735910471637,14.091839776179093,71.0
2025-01-10,17,2.0,6.0,0.75,1,49.56847431071915,12.392118577679787,41.0
2025-01-10,24,7.0,3.0,0.30000000000000004,0,0.0,0.0,103.0
2025-01-11,1,7.0,1.0,0.125,0,0.0,0.0,85.0
2025-01-11,3,16.0,0.0,0.0,1,3.1746411091826228,0.7936602772956557,31.0
2025-01-11,4,3.0,3.0,0.5,0,0.0,0.0,17.0
2025-01-11,6,6.666666666666667,3.3333333333333335,0.3333333333333333,0,0.0,0.0,73.0
2025-01-11,7,4.0,0.0,0.0,0,0.0,0.0,116.0
2025-01-11,8,2.5,3.5,0.5833333333333334,0,0.0,0.0,126.5
2025-01-11,10,3.0,7.0,0.7,1,23.928493484678807,5.982123371169702,143.0
2025-01-11,13,8.0,8.0,0.5,1,251.0280146198411,62.75700365496027,105.5
2025-01-11,15,10.0,0.0,0.0,1,11.972829940888815,2.9932074852222037,49.0
2025-01-11,16,2.0,2.0,0.5,0,0.0,0.0,72.0
2025-01-11,18,4.5,3.5,0.4375,4,315.90196710907736,78.97549177726934,156.0
2025-01-11,19,2.0,2.0,0.5,1,75.54147742389091,18.885369355972728,72.0
2025-01-11,24,7.0,3.0,0.30000000000000004,0,0.0,0.0,107.0
2025-01-11,25,5.0,7.0,0.5833333333333333,0,0.0,0.0,33.0
2025-01-12,2,3.0,5.0,0.625,0,0.0,0.0,53.0
2025-01-12,6,8.0,2.0,0.19999999999999996,0,0.0,0.0,31.0
2025-01-12,7,3.0,1.0,0.25,1,29.78741730564763,7.446854326411907,157.0
2025-01-12,12,4.0,2.0,0.3333333333333333,1,29.127235539517347,7.281808884879337,70.5
2025-01-12,13,16.0,0.0,0.0,0,0.0,0.0,58.5
2025-01-12,14,7.333333333333333,4.666666666666667,0.38888888888888884,3,226.2911225530562,56.57278063826405,115.83333333333333
2025-01-12,22,12.0,0.0,0.0,0,0.0,0.0,20.0
2025-01-13,1,3.0,5.0,0.625,0,0.0,0.0,22.0
2025-01-13,5,2.0,8.0,0.8,0,0.0,0.0,48.0
2025-01-13,6,5.5,4.5,0.45,1,50.37193844612261,12.592984611530653,73.0
2025-01-13,7,2.0,2.0,0.5,0,0.0,0.0,38.0
2025-01-13,10,10.0,0.0,0.0,1,140.6175378749201,35.15438446873002,73.0
2025-01-13,11,3.0,7.0,0.7,3,150.40959643785646,37.602399109464116,33.0
2025-01-13,20,7.0,5.0,0.41666666666666663,1,89.17213060638106,22.293032651595265,95.0
2025-01-13,21,1.0,3.0,0.75,0,0.0,0.0,97.66666666666667
2025-01-13,24,4.0,6.0,0.6,0,0.0,0.0,89.0
2025-01-13,25,8.0,4.0,0.3333333333333333,1,16.05711876978568,4.01427969244642,109.5
2025-01-14,1,3.0,5.0,0.625,0,0.0,0.0,15.0
2025-01-14,3,15.0,1.0,0.0625,1,170.02558339744203,42.50639584936051,101.5
2025-01-14,6,5.0,5.0,0.5,0,0.0,0.0,140.0
2025-01-14,7,1.0,3.0,0.75,3,234.49263869628317,58.62315967407079,61.666666666666664
2025-01-14,9,2.0,4.0,0.6666666666666667,1,249.97589417499532,62.49397354374883,77.0
2025-01-14,13,4.0,12.0,0.75,0,0.0,0.0,36.0
2025-01-14,16,3.0,1.0,0.25,1,17.248764395390566,4.3121910988476415,127.0
2025-01-14,17,5.0,3.0,0.375,2,189.04286225872286,47.260715564680716,59.5
2025-01-14,18,6.0,2.0,0.25,0,0.0,0.0,60.0
2025-01-14,19,1.0,3.0,0.75,0,0.0,0.0,16.0
2025-01-14,24,2.0,8.0,0.8,2,55.49140096558114,13.872850241395286,105.5
2025-01-14,25,5.0,7.0,0.5833333333333333,2,163.24031688264165,40.81007922066041,49.5
2025-01-15,3,10.0,6.0,0.375,2,63.63995825001791,15.909989562504478,127.75
2025-01-15,5,1.0,9.0,0.9,3,176.84754020757117,44.21188505189279,75.0
2025-01-15,7,2.0,2.0,0.5,0,0.0,0.0,43.0
2025-01-15,9,4.0,2.0,0.33333333333333337,0,0.0,0.0,95.5
2025-01-15,15,2.0,8.0,0.8,0,0.0,0.0,105.0
2025-01-15,17,2.0,6.0,0.75,1,9.601059582128338,2.4002648955320844,237.0
2025-01-15,18,5.0,3.0,0.375,0,0.0,0.0,22.0
2025-01-15,19,3.0,1.0,0.25,0,0.0,0.0,100.0
2025-01-15,21,3.0,1.0,0.25,1,13.072378994534894,3.2680947486337235,105.0
2025-01-15,23,3.5,2.5,0.4166666666666667,2,175.0115910098175,43.75289775245437,83.0
2025-01-15,25,0.0,12.0,1.0,2,27.49505861161989,6.873764652904972,102.0
2025-01-16,2,7.0,1.0,0.125,2,97.63398602796069,24.408496506990172,96.0
2025-01-16,3,14.5,1.5,0.09375,2,151.69204085136514,37.923010212841284,66.0
2025-01-16,5,2.0,8.0,0.8,0,0.0,0.0,61.0
2025-01-16,8,5.0,1.0,0.16666666666666663,1,157.30273934906472,39.32568483726618,94.0
2025-01-16,9,1.5,4.5,0.75,1,33.63778723378978,8.409446808447445,67.0
2025-01-16,11,5.0,5.0,0.5,1,20.710584936974335,5.177646234243584,71.0
2025-01-16,14,10.0,2.0,0.16666666666666663,0,0.0,0.0,99.0
2025-01-16,15,2.0,8.0,0.8,2,86.22239008492338,21.555597521230844,39.5
2025-01-16,17,2.0,6.0,0.75,0,0.0,0.0,118.0
2025-01-16,18,5.0,3.0,0.375,0,0.0,0.0,17.0
2025-01-16,19,4.0,0.0,0.0,1,11.179731855668026,2.7949329639170064,94.0
2025-01-16,21,2.0,2.0,0.5,1,78.38595164880877,19.596487912202193,82.0
2025-01-16,23,1.0,5.0,0.8333333333333334,3,356.77760757147706,89.19440189286927,115.0
2025-01-16,25,3.0,9.0,0.75,0,0.0,0.0,15.0
2025-01-17,1,2.0,6.0,0.75,1,26.000699642364378,6.500174910591094,294.0
2025-01-17,2,3.0,5.0,0.625,0,0.0,0.0,274.0
2025-01-17,3,7.0,9.0,0.5625,2,76.60590666973137,19.151476667432842,36.5
2025-01-17,5,8.0,2.0,0.19999999999999996,0,0.0,0.0,57.0
2025-01-17,6,1.0,9.0,0.9,0,0.0,0.0,74.0
2025-01-17,7,2.5,1.5,0.375,2,49.99643246722124,12.49910811680531,145.25
2025-01-17,10,4.0,6.0,0.6,0,0.0,0.0,267.0
2025-01-17,11,4.0,6.0,0.6,3,165.45594359921313,41.36398589980328,64.66666666666667
2025-01-17,13,5.0,11.0,0.6875,0,0.0,0.0,50.5
2025-01-17,21,3.6666666666666665,0.3333333333333333,0.08333333333333333,1,16.656203513612866,4.164050878403216,59.333333333333336
2025-01-17,22,2.0,10.0,0.8333333333333334,1,34.50129676403455,8.625324191008637,87.0
2025-01-17,25,12.0,0.0,0.0,1,42.91930489903923,10.729826224759808,15.0
2025-01-18,2,7.0,1.0,0.125,2,49.913958511395,12.47848962784875,171.0
2025-01-18,6,6.0,4.0,0.4,0,0.0,0.0,82.0
2025-01-18,7,4.0,0.0,0.0,0,0.0,0.0,108.0
2025-01-18,15,10.0,0.0,0.0,0,0.0,0.0,86.0
2025-01-18,16,2.0,2.0,0.5,0,0.0,0.0,78.0
2025-01-18,17,5.0,3.0,0.375,0,0.0,0.0,53.0
2025-01-18,18,5.0,3.0,0.375,0,0.0,0.0,95.0
2025-01-18,21,2.0,2.0,0.5,1,98.44078283508223,24.610195708770558,56.0
2025-01-18,22,8.5,3.5,0.29166666666666663,0,0.0,0.0,45.5
2025-01-18,23,6.0,0.0,0.0,1,28.565669002543835,7.141417250635959,295.0
2025-01-18,25,8.5,3.5,0.29166666666666663,3,178.55592075786237,44.63898018946559,80.66666666666667
2025-01-19,2,4.0,4.0,0.5,1,74.95578749348132,18.73894687337033,84.0
2025-01-19,3,9.0,7.0,0.4375,0,0.0,0.0,106.0
2025-01-19,6,9.0,1.0,0.09999999999999998,0,0.0,0.0,266.0
2025-01-19,7,1.0,3.0,0.75,2,100.15091983159583,25.037729957898957,41.5
2025-01-19,9,4.0,2.0,0.33333333333333337,1,81.80056290305862,20.450140725764655,24.0
2025-01-19,10,5.0,5.0,0.5,0,0.0,0.0,89.0
2025-01-19,11,5.0,5.0,0.5,2,128.36419232909157,32.09104808227289,106.5
2025-01-19,14,6.0,6.0,0.5,0,0.0,0.0,87.0
2025-01-19,16,4.0,0.0,0.0,1,35.943841620634316,8.985960405158579,41.0
2025-01-19,17,3.0,5.0,0.625,0,0.0,0.0,115.0
2025-01-19,18,4.5,3.5,0.4375,0,0.0,0.0,61.5
2025-01-19,20,6.5,5.5,0.4583333333333333,1,40.36609819446867,10.091524548617167,167.5
2025-01-19,23,4.5,1.5,0.25,2,96.53096357731684,24.13274089432921,144.5
2025-01-19,24,6.5,3.5,0.35,3,133.6772141652253,33.41930354130633,75.0
2025-01-20,1,4.5,3.5,0.4375,0,0.0,0.0,76.0
2025-01-20,4,2.0,4.0,0.6666666666666667,0,0.0,0.0,83.0
2025-01-20,6,3.0,7.0,0.7,4,211.8670366650794,52.96675916626985,55.25
2025-01-20,17,6.0,2.0,0.25,1,100.97079756670547,25.242699391676368,23.0
2025-01-20,21,1.0,3.0,0.75,0,0.0,0.0,90.0
2025-01-20,23,2.0,4.0,0.6666666666666667,0,0.0,0.0,26.0
2025-01-20,24,9.0,1.0,0.09999999999999998,0,0.0,0.0,223.0
2025-01-20,25,5.0,7.0,0.5833333333333333,0,0.0,0.0,175.0
2025-01-21,4,3.0,3.0,0.5,1,75.5634473023344,18.8908618255836,38.0
2025-01-21,5,6.0,4.0,0.4,0,0.0,0.0,37.0
2025-01-21,6,5.0,5.0,0.5,0,0.0,0.0,30.0
2025-01-21,10,2.0,8.0,0.8,1,21.885294841849067,5.471323710462267,124.0
2025-01-21,11,9.0,1.0,0.09999999999999998,0,0.0,0.0,15.0
2025-01-21,16,1.0,3.0,0.75,0,0.0,0.0,96.0
2025-01-21,18,1.0,7.0,0.875,1,10.308521367107014,2.5771303417767535,89.0
2025-01-21,19,4.0,0.0,0.0,0,0.0,0.0,116.0
2025-01-21,21,1.0,3.0,0.75,1,17.064042379689237,4.266010594922309,25.0
2025-01-21,22,7.333333333333333,4.666666666666667,0.3888888888888889,2,99.25259811378291,24.813149528445727,111.66666666666667
2025-01-21,25,12.0,0.0,0.0,0,0.0,0.0,104.0
2025-01-22,2,5.5,2.5,0.3125,0,0.0,0.0,84.5
2025-01-22,5,10.0,0.0,0.0,0,0.0,0.0,26.0
2025-01-22,6,4.0,6.0,0.6,1,62.35495168551962,15.588737921379906,98.0
2025-01-22,9,3.5,2.5,0.4166666666666667,0,0.0,0.0,85.0
2025-01-22,11,3.0,7.0,0.7,0,0.0,0.0,205.0
2025-01-22,13,11.0,5.0,0.3125,2,182.63402771628236,45.65850692907059,71.33333333333333
2025-01-22,14,12.0,0.0,0.0,0,0.0,0.0,258.0
2025-01-22,18,3.0,5.0,0.625,2,170.50255154301774,42.625637885754436,164.5
2025-01-22,20,12.0,0.0,0.0,1,22.130581343093674,5.532645335773418,21.0
2025-01-22,21,1.0,3.0,0.75,0,0.0,0.0,119.0
2025-01-22,22,6.0,6.0,0.5,0,0.0,0.0,64.0
2025-01-23,7,1.0,3.0,0.75,0,0.0,0.0,91.0
2025-01-23,9,5.0,1.0,0.16666666666666663,2,131.9647373099384,32.9911843274846,114.0
2025-01-23,10,2.5,7.5,0.75,2,122.88715262193318,30.721788155483296,55.0
2025-01-23,11,2.0,8.0,0.8,0,0.0,0.0,41.0
2025-01-23,12,6.0,0.0,0.0,0,0.0,0.0,27.0
2025-01-23,13,10.0,6.0,0.375,1,94.7149195759419,23.678729893985476,98.0
2025-01-23,14,8.0,4.0,0.33333333333333337,0,0.0,0.0,90.0
2025-01-23,15,1.0,9.0,0.9,1,52.66831901446952,13.16707975361738,97.0
2025-01-23,19,4.0,0.0,0.0,0,0.0,0.0,33.0
2025-01-23,22,5.0,7.0,0.5833333333333333,1,22.82597542326926,5.706493855817315,20.0
2025-01-23,23,1.5,4.5,0.75,0,0.0,0.0,24.5
2025-01-23,24,1.0,9.0,0.9,0,0.0,0.0,75.0
2025-01-23,25,10.0,2.0,0.16666666666666663,1,10.701658946930507,2.675414736732627,27.0
2025-01-24,2,5.0,3.0,0.375,0,0.0,0.0,20.0
2025-01-24,11,1.0,9.0,0.9,2,359.52482940611105,89.88120735152776,85.5
2025-01-24,12,2.0,4.0,0.6666666666666667,2,84.18908276117149,21.047270690292873,58.5
2025-01-24,15,9.0,1.0,0.09999999999999998,0,0.0,0.0,77.0
2025-01-24,17,7.0,1.0,0.125,0,0.0,0.0,203.0
2025-01-24,22,9.0,3.0,0.25,0,0.0,0.0,143.0
2025-01-24,24,4.0,6.0,0.6,3,80.6654942941187,20.166373573529675,137.0
2025-01-25,2,5.0,3.0,0.375,0,0.0,0.0,118.0
2025-01-25,4,4.0,2.0,0.33333333333333337,0,0.0,0.0,202.0
2025-01-25,6,5.0,5.0,0.5,0,0.0,0.0,109.0
2025-01-25,7,2.0,2.0,0.5,0,0.0,0.0,50.0
2025-01-25,8,3.0,3.0,0.5,1,188.53910655560333,47.13477663890083,70.5
2025-01-25,15,4.0,6.0,0.6,2,29.811578811925123,7.452894702981281,26.0
2025-01-25,16,4.0,0.0,0.0,1,100.30784451790934,25.076961129477336,65.0
2025-01-25,17,8.0,0.0,0.0,2,131.41559470160695,32.85389867540174,63.5
2025-01-25,18,8.0,0.0,0.0,1,129.6805671087919,32.420141777197976,26.0
2025-01-25,20,7.5,4.5,0.37500000000000006,3,465.51663002854485,116.37915750713621,185.66666666666666
2025-01-25,21,2.0,2.0,0.5,2,115.64879661965693,28.912199154914234,47.5
2025-01-25,23,2.0,4.0,0.6666666666666667,0,0.0,0.0,31.0
2025-01-25,24,7.0,3.0,0.3,0,0.0,0.0,34.0
2025-01-26,1,5.0,3.0,0.375,0,0.0,0.0,18.0
2025-01-26,5,10.0,0.0,0.0,0,0.0,0.0,17.0
2025-01-26,7,4.0,0.0,0.0,2,21.107130972526654,5.276782743131664,69.5
2025-01-26,8,3.0,3.0,0.5,0,0.0,0.0,287.0
2025-01-26,14,10.0,2.0,0.16666666666666663,1,22.522212785422322,5.630553196355581,16.0
2025-01-26,15,5.0,5.0,0.5,3,270.4727369045613,67.61818422614033,83.0
2025-01-26,16,2.0,2.0,0.5,2,72.42714068366317,18.106785170915792,22.5
2025-01-26,17,6.0,2.0,0.25,1,27.34622830658682,6.836557076646705,120.66666666666667
2025-01-26,25,6.5,5.5,0.4583333333333333,4,456.87208619635175,114.21802154908794,153.0
2025-01-27,1,3.0,5.0,0.625,0,0.0,0.0,151.0
2025-01-27,4,5.0,1.0,0.16666666666666663,1,67.47543864790137,16.868859661975343,56.0
2025-01-27,5,9.0,1.0,0.09999999999999998,1,45.18174304333908,11.29543576083477,75.0
2025-01-27,7,1.0,3.0,0.75,0,0.0,0.0,27.0
2025-01-27,11,2.0,8.0,0.8,0,0.0,0.0,44.0
2025-01-27,12,1.0,5.0,0.8333333333333334,1,77.70330105523075,19.42582526380769,118.0
2025-01-27,16,1.0,3.0,0.75,0,0.0,0.0,99.0
2025-01-27,17,5.0,3.0,0.375,0,0.0,0.0,95.0
2025-01-27,19,1.0,3.0,0.75,0,0.0,0.0,99.0
2025-01-27,23,2.0,4.0,0.6666666666666667,1,18.779944587916535,4.694986146979134,188.0
2025-01-27,25,3.0,9.0,0.75,1,106.07635722615336,26.51908930653834,154.0
2025-01-28,3,4.0,12.0,0.75,0,0.0,0.0,75.0
2025-01-28,5,9.0,1.0,0.09999999999999998,1,35.24164966086613,8.810412415216533,64.0
2025-01-28,7,3.0,1.0,0.25,0,0.0,0.0,32.0
2025-01-28,9,1.0,5.0,0.8333333333333334,0,0.0,0.0,110.0
2025-01-28,12,2.0,4.0,0.6666666666666667,2,119.72293556829815,29.93073389207454,80.0
2025-01-28,17,8.0,0.0,0.0,1,51.924982103665414,12.981245525916354,237.0
2025-01-28,22,8.0,4.0,0.33333333333333337,0,0.0,0.0,282.0
2025-01-29,2,2.0,6.0,0.75,2,116.51252315813109,29.128130789532772,52.333333333333336
2025-01-29,5,1.0,9.0,0.9,0,0.0,0.0,92.0
2025-01-29,6,7.0,3.0,0.30000000000000004,0,0.0,0.0,73.0
2025-01-29,7,4.0,0.0,0.0,0,0.0,0.0,52.0
2025-01-29,8,6.0,0.0,0.0,0,0.0,0.0,72.0
2025-01-29,9,1.0,5.0,0.8333333333333334,0,0.0,0.0,81.0
2025-01-29,10,8.0,2.0,0.19999999999999996,3,133.81928976301947,33.45482244075487,102.0
2025-01-29,11,9.0,1.0,0.09999999999999998,0,0.0,0.0,42.0
2025-01-29,13,7.0,9.0,0.5625,0,0.0,0.0,33.0
2025-01-29,14,3.0,9.0,0.75,1,66.54445667308761,16.636114168271902,109.0
2025-01-29,19,1.0,3.0,0.75,6,210.45049015112284,52.61262253778071,72.16666666666667
2025-01-29,20,4.0,8.0,0.6666666666666667,2,109.83369956990204,27.45842489247551,100.5
2025-01-29,21,1.0,3.0,0.75,2,199.34386833982785,49.83596708495696,79.0
2025-01-29,24,3.6666666666666665,6.333333333333333,0.6333333333333333,4,226.2777246316961,56.56943115792402,104.83333333333333
2025-01-29,25,2.0,10.0,0.8333333333333334,0,0.0,0.0,18.0
2025-01-30,4,0.5,5.5,0.9166666666666667,3,143.46074715056383,35.86518678764096,75.33333333333334
2025-01-30,7,1.0,3.0,0.75,1,11.154173018408121,2.7885432546020303,39.0
2025-01-30,8,2.0,4.0,0.6666666666666667,1,23.102474838894224,5.775618709723556,61.0
2025-01-30,10,10.0,0.0,0.0,1,14.034157748655286,3.5085394371638214,244.0
2025-01-30,11,2.0,8.0,0.8,0,0.0,0.0,79.0
2025-01-30,20,11.0,1.0,0.08333333333333337,0,0.0,0.0,46.0
2025-01-30,22,1.0,11.0,0.9166666666666666,0,0.0,0.0,24.0
2025-01-30,23,2.0,4.0,0.6666666666666667,4,189.79261205740445,47.448153014351114,105.75
2025-01-30,24,8.5,1.5,0.15000000000000002,0,0.0,0.0,226.5
2025-01-30,25,4.0,8.0,0.6666666666666667,1,22.871367421772455,5.717841855443114,244.0
2025-01-31,3,1.0,15.0,0.9375,1,30.77960804633188,7.69490201158297,102.0
2025-01-31,7,1.0,3.0,0.75,0,0.0,0.0,73.0
2025-01-31,8,1.0,5.0,0.8333333333333334,0,0.0,0.0,81.0
2025-01-31,13,15.0,1.0,0.0625,0,0.0,0.0,117.0
2025-01-31,15,9.0,1.0,0.09999999999999998,0,0.0,0.0,80.0
2025-01-31,19,1.0,3.0,0.75,0,0.0,0.0,158.0
2025-01-31,21,2.0,2.0,0.5,0,0.0,0.0,67.0
2025-01-31,22,10.0,2.0,0.16666666666666669,0,0.0,0.0,173.0
2025-02-01,1,5.0,3.0,0.375,0,0.0,0.0,61.0
2025-02-01,3,5.0,11.0,0.6875,3,513.918218884444,128.479554721111,91.33333333333333
2025-02-01,5,6.0,4.0,0.4,1,49.222235658751416,12.305558914687854,33.0
2025-02-01,11,9.0,1.0,0.09999999999999998,2,121.1139109620793,30.278477740519826,103.5
2025-02-01,16,2.0,2.0,0.5,0,0.0,0.0,101.0
