timestamp,station_id,station_name,latitude,longitude,total_slots,available_slots,occupied_slots,occupancy_rate,n_charging_sessions,total_kwh,revenue,avg_session_duration,charger_type,location_type
2025-06-24 16:59:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,1,291.3849488253787,72.84623720634467,273.0,AC,commercial
2025-06-25 15:21:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,54.0,AC,commercial
2025-06-26 08:44:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,3,267.54017599587775,66.88504399896944,49.666666666666664,AC,commercial
2025-06-29 11:45:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,1,23.50299087204656,5.87574771801164,49.0,AC,commercial
2025-07-03 13:12:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,56.0,AC,commercial
2025-07-05 19:14:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,1,105.9400173666427,26.485004341660677,70.0,AC,commercial
2025-07-12 01:21:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,2,97.80586249198888,24.45146562299722,110.5,AC,commercial
2025-07-19 12:32:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,0,0.0,0.0,46.0,AC,commercial
2025-07-26 23:00:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,1,39.00680038604961,9.751700096512403,107.0,AC,commercial
2025-07-28 22:34:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,0,0.0,0.0,110.0,AC,commercial
2025-07-30 21:36:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,1,21.254931520211244,5.313732880052811,114.0,AC,commercial
2025-07-31 04:23:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,106.0,AC,commercial
2025-08-01 15:50:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,75.0,AC,commercial
2025-08-03 03:12:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,81.0,AC,commercial
2025-08-03 04:36:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,8,0,0.0,0,0.0,0.0,57.0,AC,commercial
2025-08-03 10:07:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,1,60.10530799019469,15.026326997548672,42.0,AC,commercial
2025-08-05 18:28:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,0,0.0,0.0,109.0,AC,commercial
2025-08-05 21:01:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,53.0,AC,commercial
2025-08-06 18:07:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,2,78.50141602571756,19.62535400642939,78.0,AC,commercial
2025-08-06 22:04:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,0,0.0,0.0,15.0,AC,commercial
2025-08-07 04:40:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,8,0,0.0,1,37.453634553401955,9.363408638350489,96.0,AC,commercial
2025-08-09 13:49:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,1,30.265374683394864,7.566343670848716,36.0,AC,commercial
2025-08-10 18:05:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,2,93.64244092457653,23.410610231144133,84.5,AC,commercial
2025-08-12 17:18:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,0,8,1.0,1,5.1731876165185255,1.2932969041296314,31.0,AC,commercial
2025-08-14 21:55:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,203.0,AC,commercial
2025-08-17 16:43:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,0,0.0,0.0,90.0,AC,commercial
2025-08-22 01:51:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,8,0,0.0,0,0.0,0.0,31.0,AC,commercial
2025-08-23 14:36:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,1,45.42328975441213,11.355822438603033,47.0,AC,commercial
2025-08-23 16:35:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,0,0.0,0.0,31.0,AC,commercial
2025-08-25 00:14:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,1,16.075702012354867,4.018925503088717,30.0,AC,commercial
2025-08-25 09:44:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,1,51.300360858338095,12.825090214584524,23.0,AC,commercial
2025-08-25 17:43:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,116.0,AC,commercial
2025-08-25 23:19:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,207.0,AC,commercial
2025-08-28 09:18:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,2,237.6523100456521,59.41307751141302,112.0,AC,commercial
2025-09-01 03:32:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,8,0,0.0,1,13.96527316928734,3.491318292321835,22.0,AC,commercial
2025-09-04 07:14:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,0,0.0,0.0,224.0,AC,commercial
2025-09-05 03:20:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,8,0,0.0,0,0.0,0.0,171.0,AC,commercial
2025-09-07 13:11:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,1,57.695318125448075,14.423829531362019,98.0,AC,commercial
2025-09-10 19:57:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,0,0.0,0.0,136.0,AC,commercial
2025-09-11 09:27:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,1,8.261138192447081,2.0652845481117703,67.0,AC,commercial
2025-09-12 00:02:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,1,320.0804043982281,80.02010109955702,27.0,AC,commercial
2025-09-13 08:07:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,2,74.49876718703243,18.624691796758107,61.0,AC,commercial
2025-09-13 08:13:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,2,35.13326708891447,8.783316772228618,75.0,AC,commercial
2025-09-14 05:52:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,8,0,0.0,0,0.0,0.0,62.0,AC,commercial
2025-09-16 17:42:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,1,24.543448401310535,6.135862100327634,33.0,AC,commercial
2025-09-19 07:15:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,2,203.7804004501749,50.94510011254373,36.0,AC,commercial
2025-09-19 20:00:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,43.0,AC,commercial
2025-09-22 03:48:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,119.0,AC,commercial
2025-09-22 11:55:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,1,80.4655104808028,20.1163776202007,289.0,AC,commercial
2025-09-26 09:51:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,4,272.87492311772263,68.21873077943066,114.0,AC,commercial
2025-09-26 12:40:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,60.0,AC,commercial
2025-09-26 17:04:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,0,0.0,0.0,15.0,AC,commercial
2025-09-27 05:53:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,1,25.770702145361977,6.442675536340494,19.0,AC,commercial
2025-09-28 15:19:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,48.0,AC,commercial
2025-10-09 18:27:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,0,8,1.0,1,58.754434219104645,14.688608554776161,177.0,AC,commercial
2025-10-10 10:10:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,0,0.0,0.0,116.0,AC,commercial
2025-10-14 09:11:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,2,180.68628748857714,45.171571872144284,58.0,AC,commercial
2025-10-15 06:21:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,187.0,AC,commercial
2025-10-16 06:02:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,6,2,0.25,1,11.273597444416461,2.8183993611041154,67.0,AC,commercial
2025-10-16 14:03:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,0,0.0,0.0,255.0,AC,commercial
2025-10-17 07:21:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,1,19.68151144041931,4.920377860104828,94.0,AC,commercial
2025-10-18 08:15:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,3,281.4132024720193,70.35330061800482,62.666666666666664,AC,commercial
2025-10-18 14:46:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,0,0.0,0.0,48.0,AC,commercial
2025-10-22 12:29:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,23.0,AC,commercial
2025-10-24 04:44:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,8,0,0.0,1,196.40040826343724,49.10010206585931,43.0,AC,commercial
2025-10-26 13:57:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,0,0.0,0.0,285.0,AC,commercial
2025-10-26 16:17:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,0,0.0,0.0,101.0,AC,commercial
2025-10-28 00:56:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,59.0,AC,commercial
2025-10-28 18:16:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,0,8,1.0,2,94.01919698716523,23.504799246791308,75.5,AC,commercial
2025-10-28 23:52:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,6,2,0.25,0,0.0,0.0,167.0,AC,commercial
2025-10-29 19:26:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,0,0.0,0.0,78.0,AC,commercial
2025-10-31 01:45:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,8,0,0.0,0,0.0,0.0,63.0,AC,commercial
2025-11-12 15:29:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,95.0,AC,commercial
2025-11-13 00:28:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,100.0,AC,commercial
2025-11-14 21:45:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,1,14.945913519020829,3.7364783797552072,231.0,AC,commercial
2025-11-15 23:52:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,6,2,0.25,0,0.0,0.0,93.0,AC,commercial
2025-11-17 17:43:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,0,0.0,0.0,243.0,AC,commercial
2025-11-18 06:45:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,6,2,0.25,1,26.51087181660416,6.62771795415104,137.0,AC,commercial
2025-11-19 09:11:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,86.0,AC,commercial
2025-11-20 23:00:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,6,2,0.25,1,36.72140630180205,9.180351575450512,111.0,AC,commercial
2025-11-23 01:05:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,8,0,0.0,0,0.0,0.0,95.0,AC,commercial
2025-11-23 06:04:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,61.0,AC,commercial
2025-11-24 00:48:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,35.0,AC,commercial
2025-11-27 10:00:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,0,0.0,0.0,75.0,AC,commercial
2025-11-29 13:40:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,0,0.0,0.0,64.0,AC,commercial
2025-12-01 05:25:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,1,177.9382477183897,44.484561929597426,92.0,AC,commercial
2025-12-03 14:07:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,112.0,AC,commercial
2025-12-05 07:16:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,0,0.0,0.0,80.0,AC,commercial
2025-12-07 07:03:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,0,0.0,0.0,283.0,AC,commercial
2025-12-13 09:34:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,0,0.0,0.0,38.0,AC,commercial
2025-12-13 14:29:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,1,49.214406108113124,12.303601527028281,134.0,AC,commercial
2025-12-15 18:33:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,0,8,1.0,1,3.8187438449050912,0.9546859612262728,61.0,AC,commercial
2025-12-20 08:09:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,2,366.8002159103037,91.70005397757592,91.0,AC,commercial
2025-12-21 12:40:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,0,0.0,0.0,26.0,AC,commercial
2025-12-23 05:35:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,26.0,AC,commercial
2025-12-24 14:29:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,1,39.96292079922731,9.990730199806828,102.0,AC,commercial
2025-12-26 13:04:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,99.0,AC,commercial
2025-12-26 16:54:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,0,0.0,0.0,114.0,AC,commercial
2025-12-26 20:49:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,110.0,AC,commercial
2025-12-28 09:15:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,0,0.0,0.0,79.0,AC,commercial
2025-01-01 00:55:00,2,Charging Station 2,28.431203728088487,77.0779972601681,8,7,1,0.125,0,0.0,0.0,55.0,Both,commercial
2025-01-02 17:35:00,2,Charging Station 2,28.431203728088487,77.0779972601681,8,1,7,0.875,0,0.0,0.0,74.0,Both,commercial
2025-01-03 21:47:00,2,Charging Station 2,28.431203728088487,77.0779972601681,8,4,4,0.5,1,11.645897673031858,2.9114744182579644,35.0,Both,commercial
2025-01-06 02:27:00,2,Charging Station 2,28.431203728088487,77.0779972601681,8,8,0,0.0,1,42.0350805880109,10.508770147002725,108.0,Both,commercial
2025-01-06 09:57:00,2,Charging Station 2,28.431203728088487,77.0779972601681,8,1,7,0.875,2,116.46893311470983,29.117233278677457,66.0,Both,commercial
2025-01-06 17:26:00,2,Charging Station 2,28.431203728088487,77.0779972601681,8,1,7,0.875,0,0.0,0.0,28.0,Both,commercial
2025-01-09 03:48:00,2,Charging Station 2,28.431203728088487,77.0779972601681,8,8,0,0.0,0,0.0,0.0,109.0,Both,commercial
2025-01-10 17:46:00,2,Charging Station 2,28.431203728088487,77.0779972601681,8,2,6,0.75,1,31.291862661800685,7.822965665450171,43.0,Both,commercial
2025-01-12 17:53:00,2,Charging Station 2,28.431203728088487,77.0779972601681,8,3,5,0.625,0,0.0,0.0,53.0,Both,commercial
